record_id,title,document_type,technology_domain,incident_type,severity,region,affected_system,root_cause,resolution_status,document_owner,last_updated,description,resolution_steps,lessons_learned,tags
INC-0068,"Polling Failure on Router R-72 (IP/MPLS, Eastern)",Incident Closure,IP/MPLS,Polling Failure,S3,Eastern,Router R-72,Human Error,Resolved,IP Backbone Team,2025-12-14,A IP/MPLS polling failure was observed on Router R-72 in the Eastern region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included LSP behaviour and OSPF adjacency anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,ip-mpls|polling-failure|human
INC-0069,"Outage on BTS B-14 (Access Network, Southern)",Incident Closure,Access Network,Outage,S2,Southern,BTS B-14,Configuration Error,Resolved,Access Engineering Team,2025-01-01,A Access Network outage was observed on BTS B-14 in the Southern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included uplink throughput behaviour and UE attach anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Record vendor case number in the closure form so future searches resolve faster.,access network|outage|configuration
INC-0070,"Connectivity Loss on Router R-64 (IP/MPLS, Eastern)",Incident Closure,IP/MPLS,Connectivity Loss,S3,Eastern,Router R-64,Hardware Failure,Under Review,IP Backbone Team,2026-01-01,A IP/MPLS connectivity loss was observed on Router R-64 in the Eastern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included MPLS label behaviour and routing convergence anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Record vendor case number in the closure form so future searches resolve faster.,ip-mpls|connectivity-loss|hardware
INC-0071,"Alarm on OSS Collector OC-43 (NMS/OSS, Northern)",Incident Closure,NMS/OSS,Alarm,S2,Northern,OSS Collector OC-43,Hardware Failure,Resolved,NMS Engineering Team,2025-07-27,A NMS/OSS alarm was observed on OSS Collector OC-43 in the Northern region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included alarm correlation behaviour and polling cycle anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Validate configuration changes in a test profile before production deployment.,nms-oss|alarm|hardware
INC-0072,"Outage on SCADA Gateway G-16 (SCADA, Southern)",Incident Closure,SCADA,Outage,S3,Southern,SCADA Gateway G-16,Vendor Bug,Resolved,SCADA Operations Team,2024-09-16,A SCADA outage was observed on SCADA Gateway G-16 in the Southern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included telemetry behaviour and Modbus register anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,scada|outage|vendor
INC-0073,"Polling Failure on RTU R-81 (SCADA, Central)",Incident Closure,SCADA,Polling Failure,S1,Central,RTU R-81,Power Issue,Archived,SCADA Operations Team,2024-04-09,A SCADA polling failure was observed on RTU R-81 in the Central region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included DNP3 frame behaviour and Modbus register anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Add a pre-change checklist item for this parameter family.,scada|polling-failure|power
INC-0074,"Configuration Issue on OSS Collector OC-80 (NMS/OSS, Eastern)",Incident Closure,NMS/OSS,Configuration Issue,S3,Eastern,OSS Collector OC-80,Vendor Bug,Archived,NMS Engineering Team,2025-02-25,A NMS/OSS configuration issue was observed on OSS Collector OC-80 in the Eastern region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included alarm correlation behaviour and northbound feed anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Validate configuration changes in a test profile before production deployment.,nms-oss|configuration-issue|vendor
INC-0075,"Alarm on PE-Router PE-41 (IP/MPLS, Southern)",Incident Closure,IP/MPLS,Alarm,S3,Southern,PE-Router PE-41,Vendor Bug,Resolved,IP Backbone Team,2025-05-10,A IP/MPLS alarm was observed on PE-Router PE-41 in the Southern region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included BGP session behaviour and BFD anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Record vendor case number in the closure form so future searches resolve faster.,ip-mpls|alarm|vendor
INC-0076,"Degradation on MW Radio MR-43 (Microwave, Southern)",Incident Closure,Microwave,Degradation,S2,Southern,MW Radio MR-43,Unknown,Workaround,Microwave Team,2024-02-24,A Microwave degradation was observed on MW Radio MR-43 in the Southern region. Operations reported throughput degradation with rising error counters. Key indicators included RSL behaviour and ACM anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Validate configuration changes in a test profile before production deployment.,microwave|degradation|unknown
INC-0077,"Synchronization Failure on NMS Node N-44 (NMS/OSS, Western)",Incident Closure,NMS/OSS,Synchronization Failure,S2,Western,NMS Node N-44,Unknown,Archived,NMS Engineering Team,2025-09-16,A NMS/OSS synchronization failure was observed on NMS Node N-44 in the Western region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included trap forwarding behaviour and inventory sync anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,nms-oss|synchronization-failure|unknown
INC-0078,"Performance Issue on UPS U-44 (Power Systems, Central)",Incident Closure,Power Systems,Performance Issue,S3,Central,UPS U-44,Vendor Bug,Resolved,Power Infrastructure Team,2025-04-17,A Power Systems performance issue was observed on UPS U-44 in the Central region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included battery autonomy behaviour and DC bus anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Add a pre-change checklist item for this parameter family.,power systems|performance-issue|vendor
INC-0079,"Outage on Fault Manager FM-99 (NMS/OSS, Northern)",Incident Closure,NMS/OSS,Outage,S2,Northern,Fault Manager FM-99,Human Error,Resolved,NMS Engineering Team,2026-04-18,A NMS/OSS outage was observed on Fault Manager FM-99 in the Northern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included trap forwarding behaviour and northbound feed anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Validate configuration changes in a test profile before production deployment.,nms-oss|outage|human
INC-0080,"Outage on S-GW S-90 (Core Network, Northern)",Incident Closure,Core Network,Outage,S3,Northern,S-GW S-90,Human Error,Resolved,Core Mobility Team,2024-03-28,A Core Network outage was observed on S-GW S-90 in the Northern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included attach procedure behaviour and PDP context anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Record vendor case number in the closure form so future searches resolve faster.,core network|outage|human
INC-0081,"Synchronization Failure on MME E-53 (Core Network, Northern)",Incident Closure,Core Network,Synchronization Failure,S2,Northern,MME E-53,Configuration Error,Resolved,Core Mobility Team,2025-10-07,A Core Network synchronization failure was observed on MME E-53 in the Northern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included bearer setup behaviour and attach procedure anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Update the diagnostic playbook with the first-action step used here.,core network|synchronization-failure|configuration
INC-0082,"Outage on Microwave Hop H-48 (Microwave, Central)",Incident Closure,Microwave,Outage,S3,Central,Microwave Hop H-48,Power Issue,Resolved,Microwave Team,2025-11-02,A Microwave outage was observed on Microwave Hop H-48 in the Central region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included antenna alignment behaviour and ATPC anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Add a pre-change checklist item for this parameter family.,microwave|outage|power
INC-0083,"Polling Failure on MW Link MW-21 (Microwave, Southern)",Incident Closure,Microwave,Polling Failure,S3,Southern,MW Link MW-21,Power Issue,Resolved,Microwave Team,2024-03-14,A Microwave polling failure was observed on MW Link MW-21 in the Southern region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included antenna alignment behaviour and RSL anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Validate configuration changes in a test profile before production deployment.,microwave|polling-failure|power
INC-0084,"Connectivity Loss on MSC M-39 (Core Network, Northern)",Incident Closure,Core Network,Connectivity Loss,S2,Northern,MSC M-39,Configuration Error,Resolved,Core Mobility Team,2026-02-06,A Core Network connectivity loss was observed on MSC M-39 in the Northern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included diameter session behaviour and attach procedure anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Validate configuration changes in a test profile before production deployment.,core network|connectivity-loss|configuration
INC-0085,"Performance Issue on MSC M-21 (Core Network, Southern)",Incident Closure,Core Network,Performance Issue,S3,Southern,MSC M-21,Link Failure,Resolved,Core Mobility Team,2026-09-08,A Core Network performance issue was observed on MSC M-21 in the Southern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included bearer setup behaviour and attach procedure anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Record vendor case number in the closure form so future searches resolve faster.,core network|performance-issue|link
INC-0086,"Degradation on S-GW S-2 (Core Network, Eastern)",Incident Closure,Core Network,Degradation,S3,Eastern,S-GW S-2,Firmware Issue,Resolved,Core Mobility Team,2025-07-19,A Core Network degradation was observed on S-GW S-2 in the Eastern region. Operations reported throughput degradation with rising error counters. Key indicators included bearer setup behaviour and attach procedure anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Validate configuration changes in a test profile before production deployment.,core network|degradation|firmware
INC-0087,"Synchronization Failure on ROADM R-65 (DWDM, Southern)",Incident Closure,DWDM,Synchronization Failure,S2,Southern,ROADM R-65,Capacity Saturation,Under Review,Optical Transport Team,2024-08-26,A DWDM synchronization failure was observed on ROADM R-65 in the Southern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included amplifier gain behaviour and OSNR anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Update the diagnostic playbook with the first-action step used here.,dwdm|synchronization-failure|capacity
INC-0088,"Degradation on RTU R-17 (SCADA, Southern)",Incident Closure,SCADA,Degradation,S3,Southern,RTU R-17,Capacity Saturation,Archived,SCADA Operations Team,2026-01-24,A SCADA degradation was observed on RTU R-17 in the Southern region. Operations reported throughput degradation with rising error counters. Key indicators included RTU heartbeat behaviour and polling interval anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Validate configuration changes in a test profile before production deployment.,scada|degradation|capacity
INC-0089,"Synchronization Failure on RTU R-55 (SCADA, Southern)",Incident Closure,SCADA,Synchronization Failure,S2,Southern,RTU R-55,Power Issue,Resolved,SCADA Operations Team,2025-02-27,A SCADA synchronization failure was observed on RTU R-55 in the Southern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included polling interval behaviour and Modbus register anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Add a pre-change checklist item for this parameter family.,scada|synchronization-failure|power
INC-0090,"Performance Issue on DWDM Node D-75 (DWDM, Southern)",Incident Closure,DWDM,Performance Issue,S3,Southern,DWDM Node D-75,Vendor Bug,Workaround,Optical Transport Team,2025-05-12,A DWDM performance issue was observed on DWDM Node D-75 in the Southern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included dispersion behaviour and amplifier gain anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Add a pre-change checklist item for this parameter family.,dwdm|performance-issue|vendor
INC-0091,"Connectivity Loss on eNodeB E-35 (Access Network, Western)",Incident Closure,Access Network,Connectivity Loss,S3,Western,eNodeB E-35,Hardware Failure,Workaround,Access Engineering Team,2025-11-19,A Access Network connectivity loss was observed on eNodeB E-35 in the Western region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included UE attach behaviour and RF carrier anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Add a pre-change checklist item for this parameter family.,access network|connectivity-loss|hardware
INC-0092,"Polling Failure on BTS B-52 (Access Network, Eastern)",Incident Closure,Access Network,Polling Failure,S1,Eastern,BTS B-52,Firmware Issue,Resolved,Access Engineering Team,2024-08-10,A Access Network polling failure was observed on BTS B-52 in the Eastern region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included RF carrier behaviour and uplink throughput anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,access network|polling-failure|firmware
INC-0093,"Connectivity Loss on Battery Bank BB-20 (Power Systems, Southern)",Incident Closure,Power Systems,Connectivity Loss,S2,Southern,Battery Bank BB-20,Power Issue,Workaround,Power Infrastructure Team,2025-02-10,A Power Systems connectivity loss was observed on Battery Bank BB-20 in the Southern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included rectifier output behaviour and alarm contact anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Tighten the stale-record review threshold for this technology domain.,power systems|connectivity-loss|power
INC-0094,"Configuration Issue on RTU R-57 (SCADA, Central)",Incident Closure,SCADA,Configuration Issue,S2,Central,RTU R-57,Firmware Issue,Resolved,SCADA Operations Team,2026-07-13,A SCADA configuration issue was observed on RTU R-57 in the Central region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included RTU heartbeat behaviour and telemetry anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Update the diagnostic playbook with the first-action step used here.,scada|configuration-issue|firmware
INC-0095,"Polling Failure on Rectifier P-44 (Power Systems, Eastern)",Incident Closure,Power Systems,Polling Failure,S3,Eastern,Rectifier P-44,Capacity Saturation,Resolved,Power Infrastructure Team,2025-04-05,A Power Systems polling failure was observed on Rectifier P-44 in the Eastern region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included rectifier output behaviour and alarm contact anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Tighten the stale-record review threshold for this technology domain.,power systems|polling-failure|capacity
INC-0096,"Alarm on Controller C-92 (SCADA, Western)",Incident Closure,SCADA,Alarm,S1,Western,Controller C-92,Hardware Failure,Resolved,SCADA Operations Team,2025-06-23,A SCADA alarm was observed on Controller C-92 in the Western region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included control loop behaviour and telemetry anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Add a pre-change checklist item for this parameter family.,scada|alarm|hardware
INC-0097,"Synchronization Failure on eNodeB E-55 (Access Network, Eastern)",Incident Closure,Access Network,Synchronization Failure,S3,Eastern,eNodeB E-55,Hardware Failure,Under Review,Access Engineering Team,2024-04-28,A Access Network synchronization failure was observed on eNodeB E-55 in the Eastern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included UE attach behaviour and PRACH anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Record vendor case number in the closure form so future searches resolve faster.,access network|synchronization-failure|hardware
INC-0098,"Synchronization Failure on MW Radio MR-4 (Microwave, Western)",Incident Closure,Microwave,Synchronization Failure,S2,Western,MW Radio MR-4,Capacity Saturation,Resolved,Microwave Team,2024-05-13,A Microwave synchronization failure was observed on MW Radio MR-4 in the Western region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included modulation behaviour and radio link anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Tighten the stale-record review threshold for this technology domain.,microwave|synchronization-failure|capacity
INC-0099,"Configuration Issue on MME E-18 (Core Network, Western)",Incident Closure,Core Network,Configuration Issue,S2,Western,MME E-18,Configuration Error,Archived,Core Mobility Team,2026-08-19,A Core Network configuration issue was observed on MME E-18 in the Western region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included GTP tunnel behaviour and attach procedure anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Add a pre-change checklist item for this parameter family.,core network|configuration-issue|configuration
INC-0100,"Degradation on Rectifier P-19 (Power Systems, Northern)",Incident Closure,Power Systems,Degradation,S2,Northern,Rectifier P-19,Configuration Error,Resolved,Power Infrastructure Team,2026-11-21,A Power Systems degradation was observed on Rectifier P-19 in the Northern region. Operations reported throughput degradation with rising error counters. Key indicators included alarm contact behaviour and DC bus anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Add a pre-change checklist item for this parameter family.,power systems|degradation|configuration
INC-0101,"Performance Issue on NMS Node N-7 (NMS/OSS, Central)",Incident Closure,NMS/OSS,Performance Issue,S3,Central,NMS Node N-7,Power Issue,Resolved,NMS Engineering Team,2025-06-13,A NMS/OSS performance issue was observed on NMS Node N-7 in the Central region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included northbound feed behaviour and alarm correlation anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Add a pre-change checklist item for this parameter family.,nms-oss|performance-issue|power
INC-0102,"Degradation on PE-Router PE-98 (IP/MPLS, Eastern)",Incident Closure,IP/MPLS,Degradation,S3,Eastern,PE-Router PE-98,Power Issue,Resolved,IP Backbone Team,2026-12-25,A IP/MPLS degradation was observed on PE-Router PE-98 in the Eastern region. Operations reported throughput degradation with rising error counters. Key indicators included LSP behaviour and BFD anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,ip-mpls|degradation|power
INC-0103,"Polling Failure on OSS Collector OC-69 (NMS/OSS, Northern)",Incident Closure,NMS/OSS,Polling Failure,S2,Northern,OSS Collector OC-69,Firmware Issue,Resolved,NMS Engineering Team,2026-05-22,A NMS/OSS polling failure was observed on OSS Collector OC-69 in the Northern region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included northbound feed behaviour and alarm correlation anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Record vendor case number in the closure form so future searches resolve faster.,nms-oss|polling-failure|firmware
INC-0104,"Performance Issue on OLT O-31 (Access Network, Southern)",Incident Closure,Access Network,Performance Issue,S3,Southern,OLT O-31,Firmware Issue,Workaround,Access Engineering Team,2024-02-15,A Access Network performance issue was observed on OLT O-31 in the Southern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included uplink throughput behaviour and PON splitter anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,access network|performance-issue|firmware
INC-0105,"Configuration Issue on DWDM Node D-28 (DWDM, Southern)",Incident Closure,DWDM,Configuration Issue,S3,Southern,DWDM Node D-28,Human Error,Resolved,Optical Transport Team,2024-02-19,A DWDM configuration issue was observed on DWDM Node D-28 in the Southern region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included wavelength behaviour and optical channel anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Tighten the stale-record review threshold for this technology domain.,dwdm|configuration-issue|human
INC-0106,"Alarm on BTS B-20 (Access Network, Western)",Incident Closure,Access Network,Alarm,S2,Western,BTS B-20,Hardware Failure,Resolved,Access Engineering Team,2024-05-02,A Access Network alarm was observed on BTS B-20 in the Western region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included RF carrier behaviour and uplink throughput anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Tighten the stale-record review threshold for this technology domain.,access network|alarm|hardware
INC-0107,"Performance Issue on Router R-9 (IP/MPLS, Eastern)",Incident Closure,IP/MPLS,Performance Issue,S1,Eastern,Router R-9,Capacity Saturation,Under Review,IP Backbone Team,2026-10-03,A IP/MPLS performance issue was observed on Router R-9 in the Eastern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included routing convergence behaviour and OSPF adjacency anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Add a pre-change checklist item for this parameter family.,ip-mpls|performance-issue|capacity
INC-0108,"Synchronization Failure on PE-Router PE-85 (IP/MPLS, Southern)",Incident Closure,IP/MPLS,Synchronization Failure,S3,Southern,PE-Router PE-85,Human Error,Under Review,IP Backbone Team,2024-11-04,A IP/MPLS synchronization failure was observed on PE-Router PE-85 in the Southern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included VRF behaviour and MPLS label anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,ip-mpls|synchronization-failure|human
INC-0109,"Performance Issue on MW Link MW-79 (Microwave, Northern)",Incident Closure,Microwave,Performance Issue,S3,Northern,MW Link MW-79,Vendor Bug,Resolved,Microwave Team,2026-11-24,A Microwave performance issue was observed on MW Link MW-79 in the Northern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included ACM behaviour and radio link anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Update the diagnostic playbook with the first-action step used here.,microwave|performance-issue|vendor
INC-0110,"Configuration Issue on PE-Router PE-79 (IP/MPLS, Western)",Incident Closure,IP/MPLS,Configuration Issue,S2,Western,PE-Router PE-79,Unknown,Under Review,IP Backbone Team,2025-07-23,A IP/MPLS configuration issue was observed on PE-Router PE-79 in the Western region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included MPLS label behaviour and BGP session anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Tighten the stale-record review threshold for this technology domain.,ip-mpls|configuration-issue|unknown
INC-0111,"Connectivity Loss on RTU R-3 (SCADA, Northern)",Incident Closure,SCADA,Connectivity Loss,S1,Northern,RTU R-3,Vendor Bug,Resolved,SCADA Operations Team,2026-08-04,A SCADA connectivity loss was observed on RTU R-3 in the Northern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included Modbus register behaviour and polling interval anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,scada|connectivity-loss|vendor
INC-0112,"Outage on ROADM R-34 (DWDM, Western)",Incident Closure,DWDM,Outage,S2,Western,ROADM R-34,Power Issue,Workaround,Optical Transport Team,2024-12-19,A DWDM outage was observed on ROADM R-34 in the Western region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included OSNR behaviour and optical channel anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,dwdm|outage|power
INC-0113,"Alarm on MW Link MW-42 (Microwave, Western)",Incident Closure,Microwave,Alarm,S3,Western,MW Link MW-42,Firmware Issue,Resolved,Microwave Team,2026-09-01,A Microwave alarm was observed on MW Link MW-42 in the Western region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included ACM behaviour and modulation anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Update the diagnostic playbook with the first-action step used here.,microwave|alarm|firmware
INC-0114,"Outage on Rectifier P-89 (Power Systems, Northern)",Incident Closure,Power Systems,Outage,S2,Northern,Rectifier P-89,Firmware Issue,Resolved,Power Infrastructure Team,2026-10-19,A Power Systems outage was observed on Rectifier P-89 in the Northern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included battery autonomy behaviour and DC bus anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Add a pre-change checklist item for this parameter family.,power systems|outage|firmware
INC-0115,"Connectivity Loss on NMS Node N-35 (NMS/OSS, Eastern)",Incident Closure,NMS/OSS,Connectivity Loss,S2,Eastern,NMS Node N-35,Link Failure,Resolved,NMS Engineering Team,2024-08-06,A NMS/OSS connectivity loss was observed on NMS Node N-35 in the Eastern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included polling cycle behaviour and northbound feed anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Add a pre-change checklist item for this parameter family.,nms-oss|connectivity-loss|link
INC-0116,"Synchronization Failure on Battery Bank BB-31 (Power Systems, Eastern)",Incident Closure,Power Systems,Synchronization Failure,S2,Eastern,Battery Bank BB-31,Vendor Bug,Workaround,Power Infrastructure Team,2025-04-02,A Power Systems synchronization failure was observed on Battery Bank BB-31 in the Eastern region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included AC mains behaviour and battery autonomy anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Update the diagnostic playbook with the first-action step used here.,power systems|synchronization-failure|vendor
INC-0117,"Polling Failure on OTN Shelf OTN-45 (DWDM, Northern)",Incident Closure,DWDM,Polling Failure,S1,Northern,OTN Shelf OTN-45,Hardware Failure,Resolved,Optical Transport Team,2024-01-21,A DWDM polling failure was observed on OTN Shelf OTN-45 in the Northern region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included optical channel behaviour and ROADM port anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Validate configuration changes in a test profile before production deployment.,dwdm|polling-failure|hardware
INC-0118,"Alarm on OTN Shelf OTN-86 (DWDM, Northern)",Incident Closure,DWDM,Alarm,S3,Northern,OTN Shelf OTN-86,Unknown,Under Review,Optical Transport Team,2024-02-25,A DWDM alarm was observed on OTN Shelf OTN-86 in the Northern region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included ROADM port behaviour and amplifier gain anomalies. The condition persisted across two polling cycles before triage began.,"Capture diagnostic bundle, escalate to L3 engineering, and monitor under controlled conditions.",Add a pre-change checklist item for this parameter family.,dwdm|alarm|unknown
